name,Subject_1,Subject_2,Subject_3,Author,Publisher,First Published ,Cluster Label,Category,id
Recent advancements in bioremediation of metal contaminants,,,,"Satarupa Dey (Shyampur Siddheswari Mahavidyalaya, India), Biswaranjan Acharya (School of Computer Engineering, KIIT University (Deemed), India)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,717
Recent advances in drug delivery technology,,,,"Raj K. Keservani (Rajiv Gandhi Proudyogiki Vishwavidyalaya, India), Anil K. Sharma (Delhi Institute of Pharmaceutical Sciences and Research, India), Rajesh Kumar Kesharwani (National Institute of Technology, Warangal, India)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,718
Recent advances in intelligent technologies and information systems,,,,"Vijayan Sugumaran (Oakland University, USA & Sogang University, Seoul, Korea)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,719
Redefining theory and practice to guide social transformation,,,,"Beth Fisher-Yoshida (Columbia University, USA), Joan Camilo Lopez (Columbia University, USA)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,720
Redefining translation and interpretation in cultural evolution,,,,"Olaf Immanuel Seel (Ionian University of Corfu, Greece)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,721
Reforming teacher education for online pedagogy development,Teacher training,Reform,Computer -assisted lessons,"Abigail G. Scheg (Elizabeth City State University, USA)","Information Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,722
Regaining global stability after the financial crisis,,,,"Bruno Sergi (Harvard University, USA), Filip Fidanoski (University of New South Wales, Australia), Magdalena Ziolo (University of Szczecin, Poland), Vladimir Naumovski (University American College Skopje, Macedonia)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,723
Remote workforce training,,,,"Shalin Hai-Jew (Kansas State University, USA)","Business Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,724
Reputation management techniques in public relations,,,,"Ayse Erdemir (Istanbul Commerce University, Turkey)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,725
Resilient Smart Cities,,,," Ayyoob Sharifi, Pourya Salehi",Springer International Publishing Springer,2022,1,Miscellaneous,726
"Rethinking organizational diversity, equity, and inclusion",,,," William J. Rothwell, Phillip L. Ealy, and Jamie Campbell",Routledge,2022,1,Miscellaneous,727
Revolutionizing enterprise interoperability through scientific foundations,,,,"Yannis Charalabidis (University of the Aegean, Greece), Fenareti Lampathaki (National Technical University of Athens, Greece), Ricardo Jardim-Goncalves (Centre of Technology and Systems (CTS) - UNINOVA, Portugal)","Business Science Reference, an imprint of IGI Global",2014,1,Miscellaneous,728
RFID technology integration for business performance improvement,,,,"In Lee (Western Illinois University, USA)","Business Science Reference, an imprint of IGI Global",2015,2,Business,729
Rip Van Winkle,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,730
Roscoe,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,731
Rural funerals,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,732
Rural life in England,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,733
Safety first,,,,John Chrimes and Carol Tabor ; John Chrimes and Carol Tabor,Garnet Education,2011,1,Miscellaneous,734
Safety first,,,,John Chrimes and Carol Tabor ; John Chrimes,Garnet Education,2011,1,Miscellaneous,735
Scholarly publishing and research methods across disciplines,Science communication,publication,,Victor C.X. Wang [editor],"IGI Global, Disseminator of Knowledge",2019,1,Miscellaneous,736
Securing the cloud,Computer security,Cloud Computing,,"Curtis Franklin, Jr., Brian J. S. Chee","CRC Press, Taylor & Francis Group",2019,1,Miscellaneous,737
Security management in mobile cloud computing,,,,"Kashif Munir (University of Hafr Al-Batin, Saudi Arabia)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,738
Self-driving vehicles and enabling technologies,,,, Marian Găiceanu,IntechOpen,2023,1,Miscellaneous,739
Senior Design Projects in Mechanical Engineering,,,," Yongsheng Ma, Yiming Rong",Springer International Publishing Springer,2022,1,Miscellaneous,740
Shifting to online learning through faculty collaborative support,,,,"Caroline M. Crawford (University of Houston-Clear Lake, USA)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,741
Ship Operation Technology,,,, Manfred Pfaff,Springer Fachmedien Wiesbaden Springer,2022,1,Miscellaneous,742
Shopping for good,Consumer behavior,Social responsibility,Fair Train,Dara O'Rourke,MIT Press,2012,1,Miscellaneous,743
Skillful - listening & speaking,,,,series consultant: Dorothy E. Zemach ; authors: Mike Boyle & Ellen Kisslinger,Oxford,2013,1,Miscellaneous,744
Skillful - listening & speaking,,,,series consultant: Dorothy E. Zemach ; authors: David Bohlke & Ron Brinks Lockwood,Oxford,2013,1,Miscellaneous,745
Skillful - reading & writing,,,,series consultant: Dorothy E. Zemach ; authors: Louis Rogers & Jennifer Wilkin,Oxford,2013,1,Miscellaneous,746
Skillful - reading & writing,,,,series consultant: Dorothy E. Zemach ; authors: Jennifer Bix & Jaimie Scanlon,Oxford,2013,1,Miscellaneous,747
Slum development in India,,,,Sulochana Shekhar,Springer,2021,1,Miscellaneous,748
Small Town Tourism in South Africa,,,,Ronnie Donaldson,Springer,2018,1,Miscellaneous,749
"Smart cities, citizen welfare, and the implementation of sustainable development goals",,,,Ana Cristina Pego,IGI-Global,2022,1,Miscellaneous,750
Smart technologies in healthcare,,,,"Editor Bruno Bouchard, LIARA Laboratory, University of Quebec at Chicoutimi, Canada",CRC Press,2017,1,Miscellaneous,751
Smithells metals reference book,Metal,,,[begr. von Colin J. Smithells].   E. A. Brandes ...,Butterworth-Heinemann,1998,1,Miscellaneous,752
Social considerations of migration movements and immigration policies,Internationale Migration,Immigration policy,refugee,"Şefika Şule Erçetin (Lancaster University, UK & Hacettepe University, Turkey)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,753
Social media data extraction and content analysis,Social Media,Data Mining,Website,"Shalin Hai-Jew (Kansas State University, USA)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,754
Social media performance evaluation and success measurements,,,,"Michael A. Brown Sr. (Florida International University, USA)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,755
Social network analytics for contemporary business organizations,Social Media,Network analysis,Data Mining,"Himani Bansal (Jaypee Institute of Information Technology, India), Gulshan Shrivastava (National Institute of Technology Patna, India), Gia Nhu Nguyen (Duy Tan University, Vietnam), Loredana-Mihaela Stanciu (University Timisoara, Romania)","IGI Global, Disseminator of Knowledge",2018,2,Business,756
Soft computing techniques and applications in mechanical engineering,,,,"Mangey Ram (Graphic Era University, India), J. Paulo Davim (University of Aveiro, Portugal)","IGI Global, Disseminator of Knowledge",2018,0,Engineering/Technology,757
Software engineering with UML,UML,Software development,,Bhuvan Unhelkar,CRC Press,2018,0,Engineering/Technology,758
Software testing,Software,Test,,Paul C. Jorgensen and ron DeVries,"CRC Press, Taylor & Francis Group",2021,1,Miscellaneous,759
Solar concentrating modules with louvered heliostats,,,,"Dmitry Strebkov (Federal State Budget Scientific Institution, Russia & Federal Scientific Agroengineering Center VIM, Russia), Natalya Filippchenkova (Federal State Budget Scientific Institution, Russia & Federal Scientific Agroengineering Center VIM, Russia), Anatoly Irodionov (Federal State Budget Scientific Institution, Russia & Federal Scientific Agroengineering Center VIM, Russia)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,760
Spatial analysis techniques using MyGeoffice,,,,"João Garrott Marques Negreiros (University of Saint Joseph, China & Macau Polytechnic Institute, China)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,761
Speakout advanced,,,,"Antonia Clare, JJ Wilson",Pearson,2016,1,Miscellaneous,762
Speakout upper intermediate,,,,"Frances Eales, Steve Oakes",Pearson,2015,1,Miscellaneous,763
"Special library administration, standardization and technological integration",,,,"Joseph M. Yap (De La Salle University, Philippines), Martin Julius V. Perez (Department of Foreign Affairs, Philippines), Maria Cecilia I. Ayson (Filipinas Heritage Library, Philippines), Gladys Joy E. Entico (EastWest Bank, Philippines)","Information Science Reference, an imprint of IGI Global",2016,8,Miscellaneous,764
Starch,,,, Martins Ochubiojo Emeje,IntechOpen,2023,1,Miscellaneous,765
Statistical abstract of the United States,,,,US Department,US Gov. Print. Off.,1879,1,Miscellaneous,766
Statistical methods for global health and epidemiology,,,,"Xinguang Chen, (Din) Ding-Geng Chen, editors",Springer,2020,1,Miscellaneous,767
Statistics,European Central Bank,Statistics,Online resource,European Central Bank,,2003,1,Miscellaneous,768
Stochastic processes and models in operations research,,,,"Neelamegam Anbazhagan (Alagappa University, India)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,769
Strategic approaches to digital platform security assurance,,,,"Yuri Bobbert (ON2IT BV, The Netherlands & Antwerp Management School, University of Antwerp, Belgium), Maria Chtepen (BNP Paribas Group, Belgium), Tapan Kumar (Cognizant, The Netherlands), Yves Vanderbeken (DXC, Belgium), Dennis Verslegers (Orange Cyberdefense, Belgium)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,770
Strategic learning ideologies in prison education programs,,,,"Idowu Biao (University of Botswana, Botswana)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,771
Strategic management of sustainable manufacturing operations,,,,"Rameshwar Dubey (Symbiosis International University, India), Angappa Gunasekaran (University of Massachuesetts, Dartmouth, USA)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,772
"Strategies for attracting, maintaining, and balancing a mature workforce",,,,Claretha Hughes,IGI Global,2020,1,Miscellaneous,773
Strategies for business sustainability in a collaborative economy,Strategic management,sustainability,,Ramona Diana Leon,IGI Global,2020,2,Business,774
Strategies for innovators,Innovation management,,,Kathrin M. Möslein ; Emilio E. Matthaei,Gabler,2009,1,Miscellaneous,775
Strategies for innovators,Innovation management,,,Kathrin M. Möslein ; Emilio E. Matthaei,Gabler,2009,1,Miscellaneous,776
Strategies for student support during a global crisis,,,,"Jeffrey D. Herron (Campbellsville University, USA), Taurean Douglas (Indiana University Bloomington, USA)","IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,777
Stratford-on-Avon,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,778
Structural stability and morphogenesis,Disaster theory,,,René Thom,"Addison-Wesley Publishing Company, Inc.",1989,1,Miscellaneous,779
Student culture and identity in higher education,,,,"Ambreen Shahriar (University of Sindh, Pakistan), Ghazal Kazim Syed (University of Sindh, Pakistan)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,780
Success with BEC higher,English,Business language,,Paul Dummett ... ; John Hughes,Summertown Publ.,2008,1,Miscellaneous,781
Success with BEC higher,Language lessons,English,Teaching aid,Paul Dummett ...,Summertown Publ.,2008,1,Miscellaneous,782
Success with BEC preliminary,English,Business language,,Paul Dummett ...,Summertown Publ.,2008,1,Miscellaneous,783
Success with BEC preliminary,English,Business language,,Paul Dummett ...,Summertown Publ.,2009,1,Miscellaneous,784
Success with BEC vantage,English,Business language,,John Hughes ; Paul Dummett ; John Hughes,Summertown Publ. [u.a.],2012,1,Miscellaneous,785
Success with business,English,Business language,,"John Hughes, Paul Dummett ; John Hughes","National Geographic Learning, a Cengage Company",2020,2,Business,786
Success with business,English,Business language,,"Paul Dummett, Colin Benn ; Paul Dummett, Colin Benn","National Geographic Learning, a Cengage Company",2020,2,Business,787
Success with business,English,Business language,,"Paul Dummett, Colin Benn ; Paul Dummett","National Geographic Learning, a Cengage Company",2020,2,Business,788
Success with business,English,Business language,,"John Hughes, Paul Dummett ; John Hughes","National Geographic Learning, a Cengage Company",2020,2,Business,789
Success with business,English,Business language,,"John Hughes [and others] ; John Hughes, Rolf Cook, Mara Pedretti, Helen Stephenson","National Geographic Learning, a Cengage Company",2020,2,Business,790
Success with business,English,Business language,,"John Hughes [and others] ; John Hughes, Rolf Cook, Mara Pedretti","National Geographic Learning, a Cengage Company",2020,2,Business,791
Sustainability and management,Management,sustainability,, Kiymet Çaliyurt and Ülkü Yüksel,Routledge Taylor & Francis Group,2017,1,Miscellaneous,792
Sustainable logistics and strategic transportation planning,,,,"Tomaž Kramberger (University of Maribor, Slovenia), Vojko Potočan (University of Maribor, Slovenia), Vesna Mia Ipavec (University of Maribor, Slovenia)","Business Science Reference, an imprint of IGI Global",2016,1,Miscellaneous,793
"Sustainable nanosystems development, properties, and applications",,,,"Mihai V. Putz (West University of Timişoara, Romania & Research and Development National Institute for Electrochemistry and Condensed Matter (INCEMC) Timişoara, Romania), Marius Constantin Mirica (Research and Development National Institute for Electrochemistry and Condensed Matter (INCEMC) Timişoara, Romania)","IGI Global, Disseminator of Knowledge",2017,1,Miscellaneous,794
Sustaining power resources through energy optimization and engineering,,,,"Pandian Vasant (Universiti Teknologi PETRONAS, Malaysia), Nikolai Voropai (Energy Systems Institute SB RAS, Russia)","Engineering Science Reference, an imprint of IGI Global",2016,0,Engineering/Technology,795
Swarm intelligence,,,," Javier Del Ser ; Co-editors: Esther Villar, Eneko Osaba",IntechOpen,2023,1,Miscellaneous,796
Systems research for real-world challenges,,,,"Frank Stowell (University of Portsmouth, UK)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,797
Tactics for TOEIC,TOEIC,,,Grant Trew,Oxford Univ. Press,2007,1,Miscellaneous,798
Take-off,,,,David Morgan and Nicholas Regan,Garnet Publ.,2008,1,Miscellaneous,799
Take-off,,,,David Morgan and Nicholas Regan,Garnet Publ.,2008,1,Miscellaneous,800
Target cost management,Target cost accounting,,,Jim Rains,CRC Press,2011,1,Miscellaneous,801
Teaching research methods in public administration,,,,"Richard W. Schwester (City University of New York, USA)","Information Science Reference, an imprint of IGI Global",2015,1,Miscellaneous,802
Tech talk,English,Technical language,Technology,Vicki Hollett,Oxford Univ. Press,2003,1,Miscellaneous,803
Tech talk,English,Technical language,Technology,Vicki Hollett,Oxford Univ. Press,2003,1,Miscellaneous,804
Tech talk,English,Technical language,Technology,Vicki Hollett ... ; Vicki Hollett,Oxford Univ. Press,2005,1,Miscellaneous,805
Tech talk,English,Technical language,Technology,Vicki Hollett ... ; Vicki Hollett,Oxford Univ. Press,2006,1,Miscellaneous,806
Tech talk,English,Technical language,Technology,Vicki Hollett ... ; Vicki Hollett,Oxford Univ. Press,2006,1,Miscellaneous,807
Tech talk,English,Technical language,Technology,Vicki Hollett ... ; Vicki Hollett ; John Sydes,Oxford Univ. Press,2009,1,Miscellaneous,808
Tech talk,English,Technical language,Technology,Vicki Hollett ... ; Vicki Hollett ; John Sydes,Oxford Univ. Press,2009,1,Miscellaneous,809
Technical English,English,Technology,vocabulary,David Bonamy ; Celia Bingham,Pearson Longman,2008,4,English,810
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2008,4,English,811
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2008,4,English,812
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2011,4,English,813
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2011,4,English,814
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2011,4,English,815
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2011,4,English,816
Technical English,English,Technology,vocabulary,David Bonamy ; David Bonamy,Pearson Longman,2011,4,English,817
Technical English,English,Technology,vocabulary,David Bonamy,Pearson Longman,2013,4,English,818
Technical English,,,,Terry Phillips ; Neil Blacknell with Helen O'Neil,Garnet Education,2011,4,English,819
Technical English,,,,Terry Phillips,Garnet Education,2013,4,English,820
Technical English for beginners,English,Technical language,Technology,David Christie,Cornelsen,2002,4,English,821
Technological breakthroughs in modern wireless sensor applications,Wireless sensor system,,,"Hamid Sharif (University of Nebraska - Lincoln, USA), Yousef S. Kavian (Shahid Chamran University of Ahvaz, Iran)","Information Science Reference, an imprint of IGI Global",2015,8,Engineering/Technology,822
Technology,English,Technical language,Technology,"Eric H. Glendinning, Alison Pohl",Oxford Univ. Press,2008,1,Miscellaneous,823
Technology,English,Technical language,Technology,"Eric H. Glendinning, Alison Pohl",Oxford Univ. Press,2008,1,Miscellaneous,824
Technology enhanced learning,Computer -assisted lessons,,,"Miltiadis D. Lytras (University of Patras, Greece), Dragan Gašević (Athabasca University, Canada), Patricia Ordóñez de Pablos (University of Oviedo, Spain), Weihong Huang (Kingston University, UK)",IGI Publishing,2008,1,Miscellaneous,825
Technology for engineering & applied sciences,English,Technical language,Technology,"Eric H. Glendinning, Lewis Lansford and Alison Pohl",Oxford Univ. Press,2013,0,Engineering/Technology,826
Technology management in organizational and societal contexts,,,,"Andrew Borchers (Lipscomb University, USA)","IGI Global, Disseminator of Knowledge",2018,1,Miscellaneous,827
The African book publishing record,,,,,de Gruyter,1980,1,Miscellaneous,828
The antiracist world language classroom,English,Language lessons,English,Krishauna Hines-Gaither and Cécile Accilien,Routledge,2023,1,Miscellaneous,829
The art book,Artificial buch,review,,The Association of Art Historians,Blackwell Wiley-Blackwell,2008,1,Miscellaneous,830
The art of book-making,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,831
The author's account of himself,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,832
The Basics of Filmmaking,Film production,,,Blain Brown,Routledge,2020,1,Miscellaneous,833
The benchmarking book,Benchmarking,,,Tim Stapenhurst,Elsevier [u.a.],2009,1,Miscellaneous,834
The bibliographer,,,,,,1881,1,Miscellaneous,835
The big book of marketing,Marketing,,,  Anthony G. Bennett,McGraw-Hill Professional,2010,7,Marketing,836
The big book of meeting games,,,,Marlene Caroselli,McGraw-Hill,2002,1,Miscellaneous,837
The big book of simulation modeling,Modeling,Simulation,,Andrei Borshchev,AnyLogic North America,2013,1,Miscellaneous,838
The big book of Six Sigma training games,Quality management,company,,Chris Chen ; Hadley Roth,McGraw-Hill,2005,1,Miscellaneous,839
The big book of virtual teambuilding games,Virtual team,Team development,," Mary Scannell, Michael Abrams & Mike Mulvihill",McGraw-Hill,2012,1,Miscellaneous,840
The blue fairy book,,,, Andrew Lang,Project Gutenberg,1995,1,Miscellaneous,841
The bonefolder,,,,,Peter D. Verheyen,2004,1,Miscellaneous,842
The book of common prayer,,,,,Wiretap,1995,1,Miscellaneous,843
The book of Job,,,, Naphtali Tur-Sinai,Project Gutenberg,1995,1,Miscellaneous,844
The Book of Mormon,Mormon,Those,,"translated  Joseph Smith, Jr",Wiretap,1995,1,Miscellaneous,845
The book of tea,Cavalry,,, Kakuzo Okakura,Project Gutenberg,1995,1,Miscellaneous,846
The broken heart,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,847
The business,English,Business language,,John Allison with Paul Emmerson,Hueber,2007,2,Business,848
The business,English,Business language,,John Allison ...,Macmillan Hueber,2009,2,Business,849
The business,English,Business language,,John Allison ... ; Martin Barge ...,Macmillan Hueber,2009,2,Business,850
The business 2.0,English,Business language,,"John Allison, Rachel Apple and Edward de Chazal ; Martin Barge, William Tweddle and Paul Emmerson with Mike Sayer",Macmillan Hueber Verlag,2013,2,Business,851
The business book,Management,,,"contributors: Ian Marcousé, consultant editor; Philippa Anderson, Alexandra Black, Denry Machin, Nigel Watson",Dorling Kindersley,2014,2,Business,852
The business model book,Business model,Innovation,,Adam J. Bock ; Gerard George,Pearson,2018,2,Business,853
The business student's phrase book,English,vocabulary,business,Jeanne Godfrey,"Macmillan Education, Palgrave",2017,2,Business,854
The case book of Sherlock Holmes,,,, Arthur Conan Doyle,Alex Catalogue,1995,1,Miscellaneous,855
The CDA TM book,HL7,,,Keith W. Boone,Springer,2011,1,Miscellaneous,856
The CDA TM book,HL7,,,Keith W. Boone,Springer,2011,1,Miscellaneous,857
The Christmas dinner,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,858
The cloud computing book,Cloud Computing,,,Douglas E. Comer,CRC Press,2021,1,Miscellaneous,859
The complete lean enterprise,Value flow design,Lean Management,Work organization,Beau Keyte ; Drew A. Locher,"CRC Press,Taylor & Francis Group",2016,1,Miscellaneous,860
The country church,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,861
The cover letter book,application,English,,James Innes,Pearson,2016,1,Miscellaneous,862
The customer experience book,Relationship management,Customer service,,Alan Pennington,Pearson Education,2016,1,Miscellaneous,863
The CV book,application,CV,English,James Innes,Pearson/Prentice Hall,2009,1,Miscellaneous,864
The CV book,application,English,,James Innes,Pearson,2016,1,Miscellaneous,865
The CV book,letter of application,,,James Innes,Pearson,2016,1,Miscellaneous,866
The Design Hotels book,Hotelbau,,,publ.  Design Hotels AG,Design Hotels AG,2009,1,Miscellaneous,867
The Design Hotels book,Hotelbau,,,publ.  Design Hotels AG,Design Hotels AG,2009,1,Miscellaneous,868
The dialectics of urban and architectural boundaries in the Middle East and the Mediterranean,,,,"Suzan Girginkaya Akdağ, Mine Dinçer, Meltem Vatan, Ümran Topçu, İrem Maro Kırış, editors",Springer,2021,1,Miscellaneous,869
The economics book,Economic historiography,,,"contributors: Niall Kishtainy, consultant editor,... [et al.]",Dorling Kindersley,2012,1,Miscellaneous,870
The economics of climate change in Argentina,,,,"Maria Elisa Belfiori, Mariano Javier Rabassa, editors",Springer,2021,1,Miscellaneous,871
The englishwoman's year book and directory,,,, G.E. Mitton,Black,1882,19,Miscellaneous,872
The fifth discipline fieldbook,Organizational psychology,,,Peter M. Senge ...,Currency Doubleday,1994,1,Miscellaneous,873
The future of health economics,Health economics,,, Olivier Ethgen and Ulf Staginnus,Routledge,2017,1,Miscellaneous,874
The Geography of Albania,,,," Dhimitёr Doka, Perikli Qiriazi",Springer International Publishing Springer,2022,1,Miscellaneous,875
The Geography of Bosnia and Herzegovina,Bosnien-Herzegowina,Geography,,"Haris Gekić, Aida Bidžan-Gekić, Nusret Drešković, Ranko Mirić, Péter Reményi",Springer International Publishing Springer,2022,1,Miscellaneous,876
The Geography of Contemporary China,,,," Jing’ai Wang, Shunlin Liang, Peijun Shi",Springer International Publishing Springer,2022,1,Miscellaneous,877
The Geography of Uzbekistan,,,, Lola Gulyamova,Springer International Publishing Springer,2022,1,Miscellaneous,878
The green six sigma handbook,Six Sigma,,,Ron Basu,"Routledge, Taylor & Francis Group",2023,1,Miscellaneous,879
The hedge fund book,Hedge Fund,,,Richard C. Wilson,Wiley,2010,1,Miscellaneous,880
The industrial ethernet book,,,,,GGH Marketing Communications Ltd,1999,1,Miscellaneous,881
The inn kitchen,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,882
The Internet of Things and Big Data Analytics,,,," Pethuru Raj, T. Poongodi, Balamurugan Balusamy, and Manju Khari",CRC Press,2020,1,Miscellaneous,883
The interview book,job interview,,,James Innes,Pearson,2012,1,Miscellaneous,884
The interview question & answer book,,,,James Innes,Pearson,2016,1,Miscellaneous,885
The jungle book,,,, Rudyard Kipling,Project Gutenberg,1995,1,Miscellaneous,886
The Kubernetes book,Kubernetes,,,Nigel Poulton,Amazon,2023,1,Miscellaneous,887
The life and afterlife of gay neighborhoods,,,,"Alex Bitterman, Daniel Baldwin Hess, editors",Springer,2021,1,Miscellaneous,888
The little black book of change,Change Management,,,Paul Adams and Mike Straw,Capstone,2016,1,Miscellaneous,889
The little book of modern verse,,,,  Jessie Belle Rittenhouse,Project Gutenberg,1995,1,Miscellaneous,890
"The Magnolia, or Southern monthly",,,,,,1841,1,Miscellaneous,891
The marketing book,Marketing,Collection of essays,, Michael J. Baker and Susan Hart,Routledge,2016,7,Marketing,892
The marketing book,Marketing,,, Michael J. Baker,Butterworth-Heinemann,2003,7,Marketing,893
The nature of cognition,Cognition,,, Robert J. Sternberg,MIT Press,1999,1,Miscellaneous,894
The nonprofit risk book,Nonprofit-Organisation,Risk management,,"Jesse Feiler, Gail B. Nayowith",Walter de Gruyter De|G Press,2017,1,Miscellaneous,895
The Pfeiffer book of successful team-building tools,Team development,,,"Elaine Biech, ",Jossey-Bass/Pfeiffer,2001,1,Miscellaneous,896
The picture book of quantum mechanics,Quantum mechanics,Graphic representation,,Siegmund Brandt ; Hans Dieter Dahmen,Springer,2001,1,Miscellaneous,897
The presentation book,,,,Emma Ledden,Pearson,2017,1,Miscellaneous,898
The Presidents report,Carnegie Institution of Washington,Message,,Carnegie Institution of Washington,Carnegie Inst.,1903,1,Miscellaneous,899
The principles of thermodynamics,thermodynamics,,,N. D. Hari Dass,CRC Press,2014,1,Miscellaneous,900
The project book,,,,Colin D. Ellis,Wiley,2019,1,Miscellaneous,901
The psychology book,Psychology,research,,"contributors Catherine Collin, Nigel Benson, Joannah Ginsburg, Voula Grand, Merrin Lazyan, Marcus Weeks",Dorling Kindersley Dorling Kindersley,2012,1,Miscellaneous,902
The Python book,Python <programming language>,,,Rob Mastrodomenico,Wiley,2022,1,Miscellaneous,903
The red fairy book,,,,Andrew Lang,University of Virginia Library,1996,1,Miscellaneous,904
The retail start-up book,,,,"Rowland Gee, Danny Sloan, Graham Symes",Kogan Page,2019,1,Miscellaneous,905
The role of islamic spirituality in the management and leadership process,,,,"Mahazan Abdul Mutalib (Universiti Sains Islam Malaysia (USIM), Malaysia), Ahmad Rafiki (Universitas Medan Area, Indonesia)","IGI Global, Publisher of Timely Knowledge IGI Global, Publisher of Timely Knowledge",2021,1,Miscellaneous,906
The science book,Natural sciences,,,"Contributors: Adam Hart-Davis, consultant editor, John Farndon, Dan Green, Derek Harvey, Penny Johnson, Douglas Palmer, Steve Parker, Giles Sparrow ; illustrations: James Graham, Peter Liddiard","DK, Dorling Kindersley",2015,1,Miscellaneous,907
The second jungle book,,,, Rudyard Kipling,Project Gutenberg,1995,1,Miscellaneous,908
The secret book,,,,Artephius,Wiretap,1995,1,Miscellaneous,909
The silent language,Indirect communication,Cultural comparison,,Edward T. Hall,"Anchor Books, Doubleday",1990,1,Miscellaneous,910
"The sketch book of Geoffrey Crayon, gent",,,, Washington Irving,Project Gutenberg,1995,1,Miscellaneous,911
The soils of Aotearoa New Zealand,New Zealand,floor,Landscape,"Allan E. Hewitt, Megan R. Balks, David J. Lowe",Springer,2021,1,Miscellaneous,912
The soils of Japan,Japan,floor,Landscape,"Ryusuke Hatano, Hitoshi Shinjo, Yusuke Takata, editors",Springer,2021,1,Miscellaneous,913
The soils of Libya,Libya,Desertification,Floor renovation,"Hamdi A. Zurqani, editor",Springer,2021,1,Miscellaneous,914
The soils of Nepal,Nepal,floor,Landscape,"Roshan Babu Ojha, Dinesh Panday; editors",Springer,2021,1,Miscellaneous,915
The soils of Nevada,Nevada,floor,Landscape,"Paul W. Blackburn, John B. Fisher, William E. Dollarhide, Douglas J. Merkler, Joseph V. Chiaretti, James G. Bockheim",Springer,2021,1,Miscellaneous,916
The Soils of Oregon,,,," Thor Thorson, Chad McGrath, Dean Moberg, Matthew Fillmore, Steven Campbell, Duane Lammers, James G. Bockheim",Springer International Publishing Springer,2022,1,Miscellaneous,917
The spectre bridegroom,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,918
The stage coach,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,919
The strategy book,company,strategic planning,,Max Mckeown,Pearson,2016,1,Miscellaneous,920
The student phrase book,Scientific work,,,Jeanne Godfrey,Macmillan International Higher Education,2020,1,Miscellaneous,921
The three taverns,,,,Edward Arlington Robinson,Project Gutenberg,1999,1,Miscellaneous,922
The ultimate interview book,job interview,,,Lynn Williams,Kogan Page,2005,1,Miscellaneous,923
The ultimate job hunting book,,,,"David McWhir, Hilton Catt, Patricia Scudamore, Mo Shapiro and Alison Straw",Carmelite House,2018,1,Miscellaneous,924
The violence-free workplace,,,,Andrew Tufano,"Routledge, Taylor & Francis Group",2021,1,Miscellaneous,925
The violet fairy book,,,, Andrew Lang,University of Virginia Library,1996,1,Miscellaneous,926
The voyage,,,, Washington Irving,Alex Catalogue,1995,1,Miscellaneous,927
The Westside Barbell book of methods,,,, Louie Simmons,Westside Barbell,2007,1,Miscellaneous,928
The widow and her son,,,, Irving Washington,Alex Catalogue,1995,1,Miscellaneous,929
